Source,Target,combined_score
DCTN1,OPTN,0.854
DCTN1,KIF5A,0.868
DCTN1,DCTN2,0.999
DCTN1,DCTN4,0.999
DCTN2,DCTN6,0.999
DCTN2,NUP85,0.496
DCTN2,DCTN3,0.999
DCTN2,KLC4,0.716
DCTN2,SOD1,0.745
DCTN2,DCTN5,0.999
DCTN2,RAB8A,0.696
DCTN2,KIF5B,0.7
DCTN2,UQCRH,0.433
DCTN2,HAP1,0.821
DCTN2,TUBB4B,0.575
DCTN2,NDUFS2,0.458
DCTN2,PSMD4,0.42
DCTN2,OPTN,0.535
DCTN2,SQSTM1,0.476
DCTN2,KLC3,0.679
DCTN2,KLC2,0.705
DCTN2,DNAI2,0.428
DCTN2,NEFL,0.406
DCTN2,DNAH10,0.436
DCTN2,PSMC3,0.451
DCTN2,KLC1,0.718
DCTN2,KIF5A,0.721
DCTN2,DCTN4,0.999
DCTN3,DCTN6,0.999
DCTN3,UQCRH,0.415
DCTN3,OPTN,0.503
DCTN3,KLC3,0.507
DCTN3,RAB8A,0.507
DCTN3,KLC4,0.521
DCTN3,KLC2,0.523
DCTN3,KLC1,0.523
DCTN3,KIF5B,0.529
DCTN3,KIF5A,0.559
DCTN3,SOD1,0.66
DCTN3,HAP1,0.809
DCTN3,DCTN4,0.996
DCTN3,DCTN5,0.997
DCTN4,DCTN6,0.999
DCTN4,KLC4,0.504
DCTN4,SOD1,0.661
DCTN4,RAB5A,0.532
DCTN4,DCTN5,0.999
DCTN4,KIF5B,0.658
DCTN4,HAP1,0.8
DCTN4,KLC3,0.564
DCTN4,KLC2,0.528
DCTN4,KIF5A,0.587
DCTN4,KLC1,0.516
DCTN5,DCTN6,0.999
DCTN5,KLC4,0.504
DCTN5,SOD1,0.656
DCTN5,UQCRH,0.479
DCTN5,KLC3,0.499
DCTN5,KLC2,0.504
DCTN5,KLC1,0.517
DCTN5,KIF5A,0.536
DCTN5,KIF5B,0.54
DCTN5,NDUFAB1,0.55
DCTN5,HAP1,0.815
DCTN6,KIF5A,0.499
DCTN6,KLC4,0.503
DCTN6,KLC2,0.504
DCTN6,KIF5B,0.507
DCTN6,KLC1,0.507
DCTN6,UQCRH,0.515
DCTN6,KLC3,0.55
DCTN6,SOD1,0.662
DCTN6,HAP1,0.8
DDIT3,MAPK13,0.925
DDIT3,MAPK12,0.924
DDIT3,XBP1,0.988
DDIT3,MAPK14,0.95
DDIT3,TRAF2,0.525
DDIT3,FUS,0.514
DDIT3,EIF2S1,0.951
DDIT3,UQCRC2,0.475
DDIT3,TP53,0.69
DDIT3,EIF2AK3,0.884
DDIT3,HSPA5,0.921
DDIT3,UQCR10,0.465
DDIT3,MAPK11,0.928
DDIT3,MAP3K5,0.622
DDIT3,MTOR,0.545
DDIT3,MT-CO2,0.612
DDIT3,MT-CO3,0.483
DDIT3,PRKN,0.453
DDIT3,ITPR3,0.463
DDIT3,HDAC6,0.465
DDIT3,UQCRQ,0.439
DDIT3,SQSTM1,0.44
DDIT3,TNF,0.518
DDIT3,ERN1,0.887
DDIT3,UQCRB,0.484
DERL1,XBP1,0.653
DERL1,UBQLN1,0.407
DERL1,MAP3K5,0.414
DERL1,ERN1,0.582
DERL1,PSMC1,0.816
DERL1,SOD1,0.964
DERL1,HSPA5,0.982
DERL1,VCP,0.999
DNAH1,DNAL4,0.508
DNAH1,DNAH3,0.91
DNAH1,DNAH9,0.47
DNAH1,DNAH5,0.8
DNAH1,SOD1,0.65
DNAH1,DNALI1,0.637
DNAH1,DNAH7,0.911
DNAH1,DNAH12,0.98
DNAH1,DNAH8,0.921
DNAH1,DNAH6,0.538
DNAH1,DNAH17,0.919
DNAH1,DNAH14,0.957
DNAH1,DNAI2,0.904
DNAH1,DNAL1,0.799
DNAH1,DNAI1,0.887
DNAH1,DNAH2,0.929
DNAH10,DNAL4,0.618
DNAH10,SOD1,0.65
DNAH10,DNALI1,0.434
DNAH10,DNAH12,0.648
DNAH10,DNAH14,0.405
DNAH10,DNAI2,0.691
DNAH10,DNAI1,0.826
DNAH11,DNAL4,0.591
DNAH11,DNAH5,0.613
DNAH11,SOD1,0.668
DNAH11,DNALI1,0.702
DNAH11,DNAH12,0.562
DNAH11,DNAH8,0.535
DNAH11,DNAH17,0.41
DNAH11,DNAH14,0.45
DNAH11,DNAI2,0.979
DNAH11,DNAI1,0.986
DNAH12,DNAL4,0.496
DNAH12,DNAH3,0.701
DNAH12,DNAH9,0.795
DNAH12,DNAH5,0.947
DNAH12,SOD1,0.65
DNAH12,DNALI1,0.552
DNAH12,DNAH7,0.66
DNAH12,DNAL1,0.661
DNAH12,DNAH17,0.7
DNAH12,DNAH8,0.794
DNAH12,DNAH2,0.852
DNAH12,DNAI2,0.87
DNAH12,DNAI1,0.883
DNAH12,DNAH14,0.946
DNAH12,DNAH6,0.981
DNAH14,DNAL4,0.512
DNAH14,DNAH3,0.68
DNAH14,DNAH9,0.571
DNAH14,DNAH5,0.895
DNAH14,SOD1,0.65
DNAH14,DNAH7,0.594
DNAH14,DNAH8,0.53
DNAH14,DNAH6,0.639
DNAH14,DNAH17,0.594
DNAH14,DNAL1,0.499
DNAH14,DNAH2,0.571
DNAH14,DNAI2,0.624
DNAH14,DNAI1,0.691
DNAH17,DNAL4,0.563
DNAH17,DNAH3,0.911
DNAH17,DNAH5,0.857
DNAH17,SOD1,0.65
DNAH17,DNALI1,0.592
DNAH17,DNAH7,0.914
DNAH17,DNAH8,0.951
DNAH17,DNAH6,0.448
DNAH17,DNAL1,0.796
DNAH17,DNAI1,0.836
DNAH17,DNAI2,0.91
DNAH17,DNAH2,0.914
DNAH2,DNAL4,0.595
DNAH2,DNAH3,0.92
DNAH2,DNAH9,0.479
DNAH2,DNAH5,0.762
DNAH2,SOD1,0.666
DNAH2,DNALI1,0.607
DNAH2,DNAH7,0.96
DNAH2,DNAH8,0.915
DNAH2,DNAH6,0.497
DNAH2,DNAI2,0.884
DNAH2,DNAL1,0.805
DNAH2,DNAI1,0.854
DNAH3,DNAL4,0.628
DNAH3,DNAH9,0.504
DNAH3,DNAH6,0.525
DNAH3,DNALI1,0.599
DNAH3,DNAH5,0.781
DNAH3,SOD1,0.796
DNAH3,DNAL1,0.811
DNAH3,DNAI1,0.876
DNAH3,DNAI2,0.891
DNAH3,DNAH7,0.909
DNAH3,DNAH8,0.918
DNAH5,DNAL4,0.578
DNAH5,TUBA4A,0.435
DNAH5,DNAH9,0.695
DNAH5,NRG2,0.435
DNAH5,DNAH6,0.536
DNAH5,SOD1,0.65
DNAH5,DNAH8,0.829
DNAH5,DNAH7,0.836
DNAH5,DNAL1,0.968
DNAH5,DNALI1,0.977
DNAH5,DNAI1,0.995
DNAH5,DNAI2,0.997
DNAH6,DNAL4,0.494
DNAH6,DNAH9,0.524
DNAH6,SOD1,0.65
DNAH6,DNALI1,0.633
DNAH6,DNAH7,0.583
DNAH6,DNAH8,0.451
DNAH6,DNAL1,0.552
DNAH6,DNAI2,0.753
DNAH6,DNAI1,0.844
DNAH7,DNAL4,0.619
DNAH7,DNAH9,0.525
DNAH7,SOD1,0.65
DNAH7,DNALI1,0.668
DNAH7,DNAL1,0.833
DNAH7,DNAI2,0.903
DNAH7,DNAH8,0.916
DNAH7,DNAI1,0.928
DNAH8,DNAL4,0.507
DNAH8,DNAH9,0.496
DNAH8,UQCRC2,0.414
DNAH8,SOD1,0.65
DNAH8,DNALI1,0.499
DNAH8,DNAL1,0.77
DNAH8,DNAI1,0.874
DNAH8,DNAI2,0.912
DNAH9,DNAL4,0.669
DNAH9,DNAL1,0.621
DNAH9,SOD1,0.65
DNAH9,DNALI1,0.765
DNAH9,DNAI1,0.931
DNAH9,DNAI2,0.942
DNAI1,DNAL4,0.715
DNAI1,SOD1,0.65
DNAI1,DNALI1,0.88
DNAI1,TUBB,0.486
DNAI1,TUBB2A,0.491
DNAI1,DNAI2,0.92
DNAI1,DNAL1,0.747
DNAI2,DNAL4,0.731
DNAI2,SOD1,0.65
DNAI2,DNALI1,0.983
DNAI2,KIF5B,0.463
DNAI2,KIF5A,0.404
DNAI2,DNAL1,0.863
DNAL1,DNAL4,0.526
DNAL1,NUP210,0.666
DNAL1,SOD1,0.662
DNAL1,DNALI1,0.537
DNAL4,NUP133,0.472
DNAL4,NUP98,0.545
DNAL4,NUP214,0.588
DNAL4,SOD1,0.652
DNAL4,DNALI1,0.675
DNALI1,SOD1,0.65
EIF2AK3,XBP1,0.909
EIF2AK3,TRAF2,0.493
EIF2AK3,EIF2S1,0.998
EIF2AK3,TP53,0.627
EIF2AK3,RANBP2,0.529
EIF2AK3,KIF5B,0.564
EIF2AK3,GPX2,0.402
EIF2AK3,PINK1,0.405
EIF2AK3,GPX7,0.409
EIF2AK3,ITPR3,0.458
EIF2AK3,ERN1,0.541
EIF2AK3,KLC1,0.543
EIF2AK3,TPR,0.546
EIF2AK3,MTOR,0.581
EIF2AK3,MAP3K5,0.6
EIF2AK3,TNF,0.625
EIF2AK3,SQSTM1,0.726
EIF2AK3,HSPA5,0.999
EIF2S1,GABARAPL2,0.421
EIF2S1,PSMA4,0.613
EIF2S1,PSMC4,0.621
EIF2S1,XBP1,0.859
EIF2S1,PSMA3,0.734
EIF2S1,PSMD7,0.476
EIF2S1,PSMA2,0.573
EIF2S1,TARDBP,0.596
EIF2S1,TNF,0.4
EIF2S1,PSMB7,0.401
EIF2S1,UBQLN3,0.41
EIF2S1,PSMB2,0.414
EIF2S1,GABARAPL1,0.417
EIF2S1,PSMD4,0.434
EIF2S1,UBQLN4,0.449
EIF2S1,SQSTM1,0.45
EIF2S1,TP53,0.477
EIF2S1,UBQLN2,0.48
EIF2S1,HNRNPA2B1,0.5
EIF2S1,VCP,0.5
EIF2S1,UBQLN1,0.501
EIF2S1,PSMA1,0.511
EIF2S1,MAP3K5,0.512
EIF2S1,PSMA7,0.517
EIF2S1,PSMA6,0.552
EIF2S1,PSMC3,0.558
EIF2S1,HNRNPA1,0.568
EIF2S1,PSMD1,0.582
EIF2S1,PSMD2,0.611
EIF2S1,PSMC1,0.616
EIF2S1,PSMC6,0.625
EIF2S1,PSMD11,0.641
EIF2S1,PSMC5,0.655
EIF2S1,PSMD12,0.71
EIF2S1,PSMC2,0.755
EIF2S1,PSMA5,0.802
EIF2S1,MTOR,0.805
EIF2S1,ERN1,0.894
EIF2S1,HSPA5,0.939
EIF2S1,PSMD14,0.999
ERBB4,GRIN2D,0.458
ERBB4,TP53,0.726
ERBB4,NRG1,0.999
ERBB4,GRIN2C,0.651
ERBB4,GRIN2A,0.768
ERBB4,NOS1,0.418
ERBB4,MTOR,0.43
ERBB4,PPP3CC,0.489
ERBB4,NEFL,0.491
ERBB4,GRIN1,0.672
ERBB4,GRIN2B,0.753
ERBB4,NRG3,0.999
ERBB4,NRG2,0.999
ERBB4,NRG4,0.999
ERN1,TNFRSF1A,0.627
ERN1,XBP1,0.997
ERN1,TRAF2,0.999
ERN1,TANK,0.433
ERN1,TP53,0.625
ERN1,SIGMAR1,0.667
ERN1,HSPA5,0.999
ERN1,MAP3K5,0.999
ERN1,MTOR,0.582
ERN1,ITPR3,0.743
ERN1,OPTN,0.54
ERN1,SQSTM1,0.712
ERN1,VDAC1,0.6
ERN1,TNF,0.901
FIG4,SETX,0.82
FIG4,PFN1,0.507
FIG4,TBK1,0.438
FIG4,PIK3R4,0.443
FIG4,SLC1A2,0.444
FIG4,KIF5A,0.447
FIG4,HNRNPA1,0.448
FIG4,WIPI2,0.494
FIG4,SIGMAR1,0.543
FIG4,MATR3-2,0.545
FIG4,VCP,0.61
FIG4,SPG11,0.675
FIG4,NEFH,0.679
FIG4,UBQLN2,0.721
FIG4,FUS,0.737
FIG4,OPTN,0.738
FIG4,SOD1,0.739
FIG4,SQSTM1,0.755
FIG4,TARDBP,0.835
FIG4,VAPB,0.844
FIG4,WIPI1,0.855
FIG4,PIK3C3,0.951
FUS,NEFM,0.544
FUS,SETX,0.887
FUS,PFN1,0.668
FUS,TUBA4A,0.513
FUS,NXT1,0.401
FUS,KIF5B,0.422
FUS,GLE1,0.445
FUS,SLC1A2,0.446
FUS,HDAC6,0.466
FUS,PINK1,0.468
FUS,NCBP1,0.48
FUS,KIF5A,0.489
FUS,NXF1,0.493
FUS,TNF,0.51
FUS,PRKN,0.524
FUS,TP53,0.536
FUS,SIGMAR1,0.542
FUS,SPG11,0.603
FUS,TBK1,0.618
FUS,NEFL,0.67
FUS,SRSF7,0.686
FUS,SQSTM1,0.795
FUS,NEFH,0.798
FUS,SRSF3,0.827
FUS,VAPB,0.847
FUS,HNRNPA3,0.931
FUS,OPTN,0.948
FUS,MATR3-2,0.958
FUS,HNRNPA1,0.975
FUS,HNRNPA2B1,0.99
GABARAP,RB1CC1,0.97
GABARAP,GABARAPL2,0.964
GABARAP,TUBA4A,0.65
GABARAP,PIK3C3,0.991
GABARAP,WIPI1,0.819
GABARAP,RAB5A,0.49
GABARAP,NRBF2,0.416
GABARAP,WIPI2,0.893
GABARAP,HSPA5,0.409
GABARAP,VDAC1,0.412
GABARAP,HDAC6,0.427
GABARAP,TBK1,0.45
GABARAP,UBQLN1,0.5
GABARAP,KIF5A,0.512
GABARAP,PRKN,0.6
GABARAP,MTOR,0.61
GABARAP,PSMD4,0.672
GABARAP,PINK1,0.686
GABARAP,PIK3R4,0.867
GABARAP,ULK2,0.892
GABARAP,GABARAPL1,0.983
GABARAP,ULK1,0.996
GABARAP,OPTN,0.999
GABARAP,SQSTM1,0.999
GABARAPL1,RB1CC1,0.967
GABARAPL1,GABARAPL2,0.952
GABARAPL1,TUBA4A,0.626
GABARAPL1,PIK3C3,0.984
GABARAPL1,WIPI1,0.884
GABARAPL1,TP53,0.418
GABARAPL1,RAB5A,0.597
GABARAPL1,NRBF2,0.419
GABARAPL1,WIPI2,0.907
GABARAPL1,WDR41,0.416
GABARAPL1,HSPA5,0.454
GABARAPL1,ULK1,0.991
GABARAPL1,TBK1,0.483
GABARAPL1,UBQLN2,0.682
GABARAPL1,PIK3R4,0.912
GABARAPL1,VCP,0.456
GABARAPL1,MATR3-2,0.445
GABARAPL1,MTOR,0.715
GABARAPL1,PRKN,0.621
GABARAPL1,PSMD4,0.945
GABARAPL1,PINK1,0.719
GABARAPL1,UBQLN1,0.704
GABARAPL1,HDAC6,0.451
GABARAPL1,OPTN,0.998
GABARAPL1,SQSTM1,0.999
GABARAPL1,VDAC1,0.446
GABARAPL1,ULK2,0.943
GABARAPL1,RAB1A,0.641
GABARAPL2,RB1CC1,0.953
GABARAPL2,NRBF2,0.406
GABARAPL2,WDR41,0.412
GABARAPL2,GRIA2,0.439
GABARAPL2,HDAC6,0.446
GABARAPL2,VCP,0.459
GABARAPL2,VDAC1,0.465
GABARAPL2,HSPA5,0.48
GABARAPL2,TBK1,0.482
GABARAPL2,TP53,0.491
GABARAPL2,RAB5A,0.58
GABARAPL2,PRKN,0.595
GABARAPL2,TUBA4A,0.622
GABARAPL2,RAB1A,0.635
GABARAPL2,UBQLN2,0.692
GABARAPL2,MTOR,0.706
GABARAPL2,PINK1,0.708
GABARAPL2,UBQLN1,0.717
GABARAPL2,WIPI1,0.87
GABARAPL2,PIK3R4,0.912
GABARAPL2,ULK2,0.936
GABARAPL2,WIPI2,0.94
GABARAPL2,PSMD4,0.946
GABARAPL2,PIK3C3,0.984
GABARAPL2,ULK1,0.997
GABARAPL2,OPTN,0.998
GABARAPL2,SQSTM1,0.999
GLE1,SETX,0.459
GLE1,NUP107,0.942
GLE1,NUP155,0.988
GLE1,TARDBP,0.667
GLE1,NUP85,0.895
GLE1,NUP210,0.724
GLE1,NXT1,0.834
GLE1,NUP133,0.933
GLE1,NUP54,0.924
GLE1,RANBP2,0.903
GLE1,NUP205,0.883
GLE1,NUP35,0.862
GLE1,NXF3,0.41
GLE1,SRSF7,0.471
GLE1,SRSF3,0.497
GLE1,NDC1,0.578
GLE1,HNRNPA2B1,0.634
GLE1,NXF2B,0.64
GLE1,HNRNPA1,0.681
GLE1,MATR3-2,0.687
GLE1,NUP37,0.725
GLE1,NUP43,0.733
GLE1,NUP50,0.746
GLE1,NUP188,0.749
GLE1,POM121,0.752
GLE1,SEC13,0.762
GLE1,NCBP1,0.766
GLE1,TPR,0.789
GLE1,NUP160,0.819
GLE1,POM121C,0.837
GLE1,NUP58,0.852
GLE1,NUP93,0.872
GLE1,SEH1L,0.912
GLE1,NUP98,0.916
GLE1,NUP153,0.924
GLE1,NUP62,0.925
GLE1,NXF1,0.933
GLE1,NUP88,0.945
GLE1,RAE1,0.992
GLE1,NUP214,0.998
GPX2,SDHA,0.443
GPX2,TP53,0.802
GPX2,SOD1,0.885
GPX2,HSPA5,0.449
GPX2,NOS2,0.546
GPX2,MAP3K5,0.419
GPX2,MTOR,0.451
GPX2,GPX6,0.912
GPX2,GPX7,0.935
GPX2,PRKN,0.401
GPX2,PINK1,0.468
GPX2,GPX3,0.913
GPX2,NOS1,0.52
GPX2,TNF,0.725
GPX2,GPX5,0.91
GPX2,GPX8,0.93
GPX3,TP53,0.609
GPX3,SOD1,0.887
GPX3,HSPA5,0.45
GPX3,NOS2,0.554
GPX3,MAP3K5,0.419
GPX3,MTOR,0.451
GPX3,GPX6,0.902
GPX3,GPX7,0.927
GPX3,PINK1,0.477
GPX3,NOS1,0.527
GPX3,TNF,0.727
GPX3,GPX5,0.902
GPX3,GPX8,0.929
GPX5,SDHA,0.443
GPX5,TP53,0.603
GPX5,SOD1,0.883
GPX5,HSPA5,0.446
GPX5,NOS2,0.536
GPX5,TUBB,0.409
GPX5,MAP3K5,0.416
GPX5,MTOR,0.451
GPX5,GPX6,0.902
GPX5,GPX7,0.923
GPX5,PINK1,0.469
GPX5,NOS1,0.548
GPX5,TNF,0.728
GPX5,GPX8,0.927
GPX6,SDHA,0.439
GPX6,TP53,0.603
GPX6,SOD1,0.883
GPX6,HSPA5,0.442
GPX6,NOS2,0.529
GPX6,MAP3K5,0.41
GPX6,MTOR,0.451
GPX6,PINK1,0.469
GPX6,NOS1,0.528
GPX6,TNF,0.727
GPX6,GPX7,0.921
GPX6,GPX8,0.928
GPX7,SDHA,0.447
GPX7,TP53,0.606
GPX7,SOD1,0.891
GPX7,HSPA5,0.604
GPX7,NOS2,0.521
GPX7,MAP3K5,0.418
GPX7,MTOR,0.452
GPX7,PRKN,0.408
GPX7,PINK1,0.469
GPX7,NOS1,0.521
GPX7,TNF,0.723
GPX7,GPX8,0.917
GPX8,SDHA,0.447
GPX8,TP53,0.618
GPX8,SOD1,0.89
GPX8,HSPA5,0.449
GPX8,NOS2,0.521
GPX8,MAP3K5,0.418
GPX8,MTOR,0.451
GPX8,PRKN,0.408
GPX8,PINK1,0.471
GPX8,TNF,0.734
GPX8,NOS1,0.521
GRIA1,GRIN2D,0.816
GRIA1,TUBB4A,0.442
GRIA1,SLC1A2,0.687
GRIA1,GRIN2C,0.829
GRIA1,GRIA2,0.999
GRIA1,KIF5B,0.842
GRIA1,TUBB3,0.434
GRIA1,GRIN2A,0.926
GRIA1,HNRNPA1,0.429
GRIA1,MTOR,0.487
GRIA1,GRIN1,0.907
GRIA1,TUBB2A,0.425
GRIA1,SEC13,0.499
GRIA1,KIF5C,0.871
GRIA1,KIF5A,0.863
GRIA1,NEFL,0.661
GRIA1,GRIN2B,0.934
GRIA2,TARDBP,0.552
GRIA2,GRIN2D,0.8
GRIA2,SOD1,0.479
GRIA2,SLC1A2,0.685
GRIA2,GRIN2C,0.822
GRIA2,RAB39B,0.406
GRIA2,NEFL,0.669
GRIA2,KIF5B,0.832
GRIA2,KIF5A,0.881
GRIA2,GRIN2B,0.885
GRIA2,KIF5C,0.887
GRIA2,GRIN1,0.901
GRIA2,GRIN2A,0.933
GRIN1,GRIN2D,0.999
GRIN1,SLC1A2,0.622
GRIN1,NRG1,0.541
GRIN1,GRIN2C,0.999
GRIN1,GRIN2A,0.999
GRIN1,NEFL,0.869
GRIN1,NOS1,0.955
GRIN1,GRIN2B,0.999
GRIN2A,GRIN2D,0.998
GRIN2A,SLC1A2,0.783
GRIN2A,NRG1,0.579
GRIN2A,GRIN2C,0.998
GRIN2A,TOMM40,0.407
GRIN2A,NEFL,0.687
GRIN2A,NOS1,0.974
GRIN2A,GRIN2B,0.999
GRIN2B,GRIN2D,0.998
GRIN2B,SIGMAR1,0.463
GRIN2B,SLC1A2,0.739
GRIN2B,NRG1,0.636
GRIN2B,GRIN2C,0.998
GRIN2B,MTOR,0.413
GRIN2B,PRKN,0.75
GRIN2B,NEFL,0.624
GRIN2B,NOS1,0.984
GRIN2C,GRIN2D,0.998
GRIN2C,SLC1A2,0.546
GRIN2C,NRG1,0.675
GRIN2C,NRG3,0.461
GRIN2C,NRG4,0.512
GRIN2C,NRG2,0.522
GRIN2C,NEFL,0.612
GRIN2C,NOS1,0.922
GRIN2D,HAP1,0.436
GRIN2D,SLC1A2,0.46
GRIN2D,NRG1,0.492
GRIN2D,NEFL,0.495
GRIN2D,NOS1,0.945
HAP1,KLC4,0.888
HAP1,SOD1,0.674
HAP1,KIF5B,0.446
HAP1,KIF5A,0.499
HAP1,KIF5C,0.524
HAP1,KLC1,0.882
HAP1,KLC3,0.902
HAP1,KLC2,0.914
HDAC6,TARDBP,0.981
HDAC6,TUBA4A,0.617
HDAC6,PIK3C3,0.406
HDAC6,TP53,0.602
HDAC6,SOD1,0.563
HDAC6,TUBA3E,0.533
HDAC6,HSPA5,0.71
HDAC6,ULK1,0.534
HDAC6,TUBA3D,0.54
HDAC6,TUBA8,0.591
HDAC6,TUBA1B,0.81
HDAC6,TUBB,0.531
HDAC6,TUBB4B,0.403
HDAC6,UBQLN2,0.565
HDAC6,VCP,0.995
HDAC6,MTOR,0.459
HDAC6,PRKN,0.946
HDAC6,PINK1,0.492
HDAC6,TNF,0.435
HDAC6,PSMC2,0.47
HDAC6,VDAC1,0.526
HDAC6,TUBAL3,0.534
HDAC6,TUBB2A,0.581
HDAC6,TUBA1C,0.694
HDAC6,TUBA1A,0.953
HDAC6,SQSTM1,0.979
HNRNPA1,PSMA3,0.535
HNRNPA1,SETX,0.558
HNRNPA1,PFN1,0.599
HNRNPA1,MAPK14,0.41
HNRNPA1,SPG11,0.42
HNRNPA1,PSMB1,0.529
HNRNPA1,TP53,0.556
HNRNPA1,SOD1,0.533
HNRNPA1,NUP205,0.443
HNRNPA1,NUP98,0.531
HNRNPA1,HSPA5,0.567
HNRNPA1,SRSF7,0.964
HNRNPA1,NUP62,0.404
HNRNPA1,NUP153,0.409
HNRNPA1,TNF,0.413
HNRNPA1,PRKN,0.443
HNRNPA1,HNRNPA1L2,0.444
HNRNPA1,VAPB,0.488
HNRNPA1,OPTN,0.514
HNRNPA1,UBQLN1,0.542
HNRNPA1,NXF1,0.582
HNRNPA1,PSMD9,0.597
HNRNPA1,RAE1,0.611
HNRNPA1,NCBP1,0.888
HNRNPA1,HNRNPA3,0.949
HNRNPA1,SRSF3,0.97
HNRNPA1,MATR3-2,0.98
HNRNPA1L2,UBQLN2,0.466
HNRNPA1L2,HNRNPA3,0.447
HNRNPA1L2,RAB1A,0.623
HNRNPA2B1,PSMA4,0.449
HNRNPA2B1,PSMC4,0.446
HNRNPA2B1,PSMA3,0.648
HNRNPA2B1,SETX,0.489
HNRNPA2B1,PFN1,0.44
HNRNPA2B1,PSMA6,0.413
HNRNPA2B1,PSMB1,0.406
HNRNPA2B1,TP53,0.499
HNRNPA2B1,SOD1,0.483
HNRNPA2B1,HSPA5,0.427
HNRNPA2B1,SRSF7,0.947
HNRNPA2B1,VAPB,0.402
HNRNPA2B1,OPTN,0.408
HNRNPA2B1,PSMA1,0.415
HNRNPA2B1,PSMA7,0.444
HNRNPA2B1,TPR,0.471
HNRNPA2B1,NCBP1,0.49
HNRNPA2B1,NXF1,0.572
HNRNPA2B1,MATR3-2,0.941
HNRNPA2B1,HNRNPA3,0.968
HNRNPA2B1,SRSF3,0.976
HNRNPA3,TARDBP,0.919
HNRNPA3,HSPA5,0.49
HNRNPA3,SRSF7,0.881
HNRNPA3,UBQLN2,0.619
HNRNPA3,MATR3-2,0.831
HNRNPA3,SRSF3,0.752
HSPA5,TNFRSF1A,0.425
HSPA5,MAPK13,0.574
HSPA5,MAPK12,0.542
HSPA5,XBP1,0.98
HSPA5,TUBB1,0.485
HSPA5,PSMA2,0.571
HSPA5,NUP107,0.435
HSPA5,MAPK14,0.402
HSPA5,NUP155,0.437
HSPA5,TARDBP,0.443
HSPA5,NUP85,0.454
HSPA5,TRAF2,0.664
HSPA5,TUBA4A,0.609
HSPA5,NUP210,0.509
HSPA5,TUBB2B,0.51
HSPA5,NUP133,0.419
HSPA5,PIK3C3,0.865
HSPA5,TUBB4A,0.58
HSPA5,NUP54,0.435
HSPA5,TP53,0.824
HSPA5,SOD1,0.975
HSPA5,SIGMAR1,0.992
HSPA5,RANBP2,0.606
HSPA5,NUP205,0.421
HSPA5,NUP35,0.4
HSPA5,PSMD1,0.435
HSPA5,NUP93,0.44
HSPA5,NUP98,0.461
HSPA5,TUBA3E,0.517
HSPA5,TUBB6,0.566
HSPA5,TUBB3,0.544
HSPA5,NUP188,0.4
HSPA5,NDC1,0.4
HSPA5,SEH1L,0.4
HSPA5,SDHB,0.402
HSPA5,NUP58,0.404
HSPA5,UBQLN2,0.406
HSPA5,NUP43,0.413
HSPA5,NUP160,0.416
HSPA5,RAB1A,0.418
HSPA5,NUP214,0.419
HSPA5,NUP50,0.421
HSPA5,TPR,0.423
HSPA5,PINK1,0.426
HSPA5,RAE1,0.441
HSPA5,NUP153,0.443
HSPA5,NUP37,0.452
HSPA5,PSMD14,0.456
HSPA5,POM121,0.459
HSPA5,POM121C,0.461
HSPA5,PSMC6,0.478
HSPA5,PRKN,0.479
HSPA5,PSMB2,0.497
HSPA5,TUBB8,0.5
HSPA5,NUP62,0.509
HSPA5,TUBAL3,0.513
HSPA5,MTOR,0.52
HSPA5,TUBA8,0.52
HSPA5,TUBA3D,0.523
HSPA5,MAPK11,0.542
HSPA5,UBQLN4,0.554
HSPA5,TUBA1C,0.574
HSPA5,TUBB2A,0.577
HSPA5,TUBA1B,0.578
HSPA5,SEC13,0.592
HSPA5,TUBB,0.593
HSPA5,NUP88,0.624
HSPA5,TNF,0.663
HSPA5,TUBA1A,0.717
HSPA5,MAP3K5,0.723
HSPA5,ITPR3,0.728
HSPA5,TUBB4B,0.751
HSPA5,VDAC1,0.813
HSPA5,VCP,0.944
HSPA5,SQSTM1,0.946
ITPR3,XBP1,0.502
ITPR3,PPP3R1,0.559
ITPR3,NDUFA2,0.404
ITPR3,NDUFA10,0.412
ITPR3,SIGMAR1,0.934
ITPR3,NDUFA4,0.426
ITPR3,VCP,0.51
ITPR3,MCU,0.884
ITPR3,PPP3CB,0.579
ITPR3,PPP3CA,0.598
ITPR3,PINK1,0.665
ITPR3,VAPB,0.748
ITPR3,NOS1,0.922
ITPR3,VDAC1,0.997
KIF5A,NEFM,0.936
KIF5A,SETX,0.449
KIF5A,PFN1,0.507
KIF5A,TARDBP,0.659
KIF5A,TUBA4A,0.644
KIF5A,KLC4,0.998
KIF5A,TUBB2B,0.897
KIF5A,SPG11,0.653
KIF5A,TUBB4A,0.572
KIF5A,SOD1,0.478
KIF5A,SLC1A2,0.468
KIF5A,KIF5B,0.97
KIF5A,NEFH,0.947
KIF5A,TUBB6,0.424
KIF5A,TUBB3,0.46
KIF5A,TBK1,0.425
KIF5A,UBQLN2,0.513
KIF5A,VCP,0.448
KIF5A,MATR3-2,0.489
KIF5A,OPTN,0.433
KIF5A,TUBB2A,0.46
KIF5A,KLC3,0.998
KIF5A,KIF5C,0.965
KIF5A,KLC2,0.999
KIF5A,VAPB,0.464
KIF5A,TUBA1A,0.882
KIF5A,NEFL,0.95
